date,station_id,location,rainfall_mm,temperature_c,humidity_pct,quality_flag
2025-10-16,SOL-DEMO-001,Solapur Demonstration,17.7,29.2,74,synthetic
2025-10-17,SOL-DEMO-001,Solapur Demonstration,22.9,28.0,73,synthetic
2025-10-18,SOL-DEMO-001,Solapur Demonstration,19.1,27.0,72,synthetic
2025-10-19,SOL-DEMO-001,Solapur Demonstration,15.3,26.9,62,synthetic
2025-10-20,SOL-DEMO-001,Solapur Demonstration,15.6,27.2,78,synthetic
2025-10-21,SOL-DEMO-001,Solapur Demonstration,17.8,27.7,66,synthetic
2025-10-22,SOL-DEMO-001,Solapur Demonstration,18.1,25.8,71,synthetic
2025-10-23,SOL-DEMO-001,Solapur Demonstration,11.1,29.9,67,synthetic
2025-10-24,SOL-DEMO-001,Solapur Demonstration,4.5,26.7,75,synthetic
2025-10-25,SOL-DEMO-001,Solapur Demonstration,13.4,29.4,70,synthetic
2025-10-26,SOL-DEMO-001,Solapur Demonstration,7.5,27.7,70,synthetic
2025-10-27,SOL-DEMO-001,Solapur Demonstration,8.3,29.4,55,synthetic
2025-10-28,SOL-DEMO-001,Solapur Demonstration,11.9,30.3,60,synthetic
2025-10-29,SOL-DEMO-001,Solapur Demonstration,10.3,28.1,63,synthetic
2025-10-30,SOL-DEMO-001,Solapur Demonstration,27.3,26.9,56,synthetic
2025-10-31,SOL-DEMO-001,Solapur Demonstration,17.1,29.5,62,synthetic
2025-11-01,SOL-DEMO-001,Solapur Demonstration,10.0,27.7,55,synthetic
2025-11-02,SOL-DEMO-001,Solapur Demonstration,11.3,30.3,56,synthetic
2025-11-03,SOL-DEMO-001,Solapur Demonstration,16.5,29.5,67,synthetic
2025-11-04,SOL-DEMO-001,Solapur Demonstration,9.0,30.8,65,synthetic
2025-11-05,SOL-DEMO-001,Solapur Demonstration,9.3,27.8,58,synthetic
2025-11-06,SOL-DEMO-001,Solapur Demonstration,12.1,29.8,57,synthetic
2025-11-07,SOL-DEMO-001,Solapur Demonstration,8.9,30.6,60,synthetic
2025-11-08,SOL-DEMO-001,Solapur Demonstration,6.1,29.0,54,synthetic
2025-11-09,SOL-DEMO-001,Solapur Demonstration,13.1,30.1,54,synthetic
2025-11-10,SOL-DEMO-001,Solapur Demonstration,2.1,29.1,61,synthetic
2025-11-11,SOL-DEMO-001,Solapur Demonstration,7.1,30.3,47,synthetic
2025-11-12,SOL-DEMO-001,Solapur Demonstration,8.2,30.5,61,synthetic
2025-11-13,SOL-DEMO-001,Solapur Demonstration,12.7,28.9,50,synthetic
2025-11-14,SOL-DEMO-001,Solapur Demonstration,0,29.4,53,synthetic
2025-11-15,SOL-DEMO-001,Solapur Demonstration,6.4,30.6,55,synthetic
2025-11-16,SOL-DEMO-001,Solapur Demonstration,7.5,31.0,59,synthetic
2025-11-17,SOL-DEMO-001,Solapur Demonstration,5.5,28.8,55,synthetic
2025-11-18,SOL-DEMO-001,Solapur Demonstration,6.2,31.3,49,synthetic
2025-11-19,SOL-DEMO-001,Solapur Demonstration,5.1,29.9,51,synthetic
2025-11-20,SOL-DEMO-001,Solapur Demonstration,2.9,28.4,52,synthetic
2025-11-21,SOL-DEMO-001,Solapur Demonstration,10.2,29.7,51,synthetic
2025-11-22,SOL-DEMO-001,Solapur Demonstration,0,31.1,44,synthetic
2025-11-23,SOL-DEMO-001,Solapur Demonstration,11.9,29.3,49,synthetic
2025-11-24,SOL-DEMO-001,Solapur Demonstration,1.1,31.3,49,synthetic
2025-11-25,SOL-DEMO-001,Solapur Demonstration,5.3,28.9,44,synthetic
2025-11-26,SOL-DEMO-001,Solapur Demonstration,0,31.1,42,synthetic
2025-11-27,SOL-DEMO-001,Solapur Demonstration,0,29.2,52,synthetic
2025-11-28,SOL-DEMO-001,Solapur Demonstration,0,29.2,53,synthetic
2025-11-29,SOL-DEMO-001,Solapur Demonstration,1.1,29.3,45,synthetic
2025-11-30,SOL-DEMO-001,Solapur Demonstration,5.4,30.7,44,synthetic
2025-12-01,SOL-DEMO-001,Solapur Demonstration,0,29.6,48,synthetic
2025-12-02,SOL-DEMO-001,Solapur Demonstration,2.5,30.9,49,synthetic
2025-12-03,SOL-DEMO-001,Solapur Demonstration,0,31.3,43,synthetic
2025-12-04,SOL-DEMO-001,Solapur Demonstration,8.6,32.5,43,synthetic
2025-12-05,SOL-DEMO-001,Solapur Demonstration,9.1,30.5,48,synthetic
2025-12-06,SOL-DEMO-001,Solapur Demonstration,4.5,31.6,49,synthetic
2025-12-07,SOL-DEMO-001,Solapur Demonstration,7.0,29.6,51,synthetic
2025-12-08,SOL-DEMO-001,Solapur Demonstration,0,30.9,52,synthetic
2025-12-09,SOL-DEMO-001,Solapur Demonstration,0,29.7,47,synthetic
2025-12-10,SOL-DEMO-001,Solapur Demonstration,0,31.5,44,synthetic
2025-12-11,SOL-DEMO-001,Solapur Demonstration,8.7,30.4,43,synthetic
2025-12-12,SOL-DEMO-001,Solapur Demonstration,0,30.4,45,synthetic
2025-12-13,SOL-DEMO-001,Solapur Demonstration,4.8,29.0,52,synthetic
2025-12-14,SOL-DEMO-001,Solapur Demonstration,2.9,32.0,50,synthetic
2025-12-15,SOL-DEMO-001,Solapur Demonstration,3.2,30.5,48,synthetic
2025-12-16,SOL-DEMO-001,Solapur Demonstration,6.5,28.9,52,synthetic
2025-12-17,SOL-DEMO-001,Solapur Demonstration,2.0,31.1,44,synthetic
2025-12-18,SOL-DEMO-001,Solapur Demonstration,0,32.3,53,synthetic
2025-12-19,SOL-DEMO-001,Solapur Demonstration,0,31.1,46,synthetic
2025-12-20,SOL-DEMO-001,Solapur Demonstration,0.5,30.8,46,synthetic
2025-12-21,SOL-DEMO-001,Solapur Demonstration,5.9,29.3,55,synthetic
2025-12-22,SOL-DEMO-001,Solapur Demonstration,0,29.6,41,synthetic
2025-12-23,SOL-DEMO-001,Solapur Demonstration,1.4,30.7,44,synthetic
2025-12-24,SOL-DEMO-001,Solapur Demonstration,0,31.4,44,synthetic
2025-12-25,SOL-DEMO-001,Solapur Demonstration,0,32.6,44,synthetic
2025-12-26,SOL-DEMO-001,Solapur Demonstration,4.8,32.0,45,synthetic
2025-12-27,SOL-DEMO-001,Solapur Demonstration,0.9,32.4,47,synthetic
2025-12-28,SOL-DEMO-001,Solapur Demonstration,0,32.7,49,synthetic
2025-12-29,SOL-DEMO-001,Solapur Demonstration,5.5,30.3,51,synthetic
2025-12-30,SOL-DEMO-001,Solapur Demonstration,0,29.0,55,synthetic
Year	Annual_Rainfall_mm
2015	850
2016	920
2017	1100
2018	780
2019	950
2020	1050
2021	890
2022	1150
2023	980
2024	1020
2025	1309
