date,area_id,area_name,sector,demand_mld,temperature_c,day_of_week,quality_flag
2025-09-11,SOL-DEMO,Solapur Demonstration,domestic,424.4,25.5,3,synthetic
2025-09-12,SOL-DEMO,Solapur Demonstration,domestic,412.9,26.5,4,synthetic
2025-09-13,SOL-DEMO,Solapur Demonstration,domestic,410.5,24.7,5,synthetic
2025-09-14,SOL-DEMO,Solapur Demonstration,domestic,413.8,25.7,6,synthetic
2025-09-15,SOL-DEMO,Solapur Demonstration,domestic,415.5,26.0,0,synthetic
2025-09-16,SOL-DEMO,Solapur Demonstration,domestic,424.5,27.7,1,synthetic
2025-09-17,SOL-DEMO,Solapur Demonstration,domestic,430.6,26.2,2,synthetic
2025-09-18,SOL-DEMO,Solapur Demonstration,domestic,421.4,25.9,3,synthetic
2025-09-19,SOL-DEMO,Solapur Demonstration,domestic,420.0,27.8,4,synthetic
2025-09-20,SOL-DEMO,Solapur Demonstration,domestic,409.6,26.7,5,synthetic
2025-09-21,SOL-DEMO,Solapur Demonstration,domestic,409.2,28.4,6,synthetic
2025-09-22,SOL-DEMO,Solapur Demonstration,domestic,406.6,25.3,0,synthetic
2025-09-23,SOL-DEMO,Solapur Demonstration,domestic,417.8,26.6,1,synthetic
2025-09-24,SOL-DEMO,Solapur Demonstration,domestic,418.4,26.4,2,synthetic
2025-09-25,SOL-DEMO,Solapur Demonstration,domestic,429.6,25.5,3,synthetic
2025-09-26,SOL-DEMO,Solapur Demonstration,domestic,422.9,26.2,4,synthetic
2025-09-27,SOL-DEMO,Solapur Demonstration,domestic,416.1,26.8,5,synthetic
2025-09-28,SOL-DEMO,Solapur Demonstration,domestic,417.4,25.2,6,synthetic
2025-09-29,SOL-DEMO,Solapur Demonstration,domestic,421.9,28.6,0,synthetic
2025-09-30,SOL-DEMO,Solapur Demonstration,domestic,419.0,26.1,1,synthetic
2025-10-01,SOL-DEMO,Solapur Demonstration,domestic,415.5,27.5,2,synthetic
2025-10-02,SOL-DEMO,Solapur Demonstration,domestic,418.4,28.6,3,synthetic
2025-10-03,SOL-DEMO,Solapur Demonstration,domestic,420.1,28.2,4,synthetic
2025-10-04,SOL-DEMO,Solapur Demonstration,domestic,414.9,27.1,5,synthetic
2025-10-05,SOL-DEMO,Solapur Demonstration,domestic,420.6,26.0,6,synthetic
2025-10-06,SOL-DEMO,Solapur Demonstration,domestic,417.8,25.0,0,synthetic
2025-10-07,SOL-DEMO,Solapur Demonstration,domestic,423.6,26.7,1,synthetic
2025-10-08,SOL-DEMO,Solapur Demonstration,domestic,416.5,26.9,2,synthetic
2025-10-09,SOL-DEMO,Solapur Demonstration,domestic,420.1,27.7,3,synthetic
2025-10-10,SOL-DEMO,Solapur Demonstration,domestic,418.9,26.7,4,synthetic
2025-10-11,SOL-DEMO,Solapur Demonstration,domestic,413.5,26.6,5,synthetic
2025-10-12,SOL-DEMO,Solapur Demonstration,domestic,408.3,27.0,6,synthetic
2025-10-13,SOL-DEMO,Solapur Demonstration,domestic,420.1,28.3,0,synthetic
2025-10-14,SOL-DEMO,Solapur Demonstration,domestic,426.2,25.7,1,synthetic
2025-10-15,SOL-DEMO,Solapur Demonstration,domestic,422.7,28.4,2,synthetic
2025-10-16,SOL-DEMO,Solapur Demonstration,domestic,416.4,29.2,3,synthetic
2025-10-17,SOL-DEMO,Solapur Demonstration,domestic,425.3,28.0,4,synthetic
2025-10-18,SOL-DEMO,Solapur Demonstration,domestic,414.7,27.0,5,synthetic
2025-10-19,SOL-DEMO,Solapur Demonstration,domestic,411.2,26.9,6,synthetic
2025-10-20,SOL-DEMO,Solapur Demonstration,domestic,422.6,27.2,0,synthetic
2025-10-21,SOL-DEMO,Solapur Demonstration,domestic,425.7,27.7,1,synthetic
2025-10-22,SOL-DEMO,Solapur Demonstration,domestic,418.6,25.8,2,synthetic
2025-10-23,SOL-DEMO,Solapur Demonstration,domestic,426.6,29.9,3,synthetic
2025-10-24,SOL-DEMO,Solapur Demonstration,domestic,413.7,26.7,4,synthetic
2025-10-25,SOL-DEMO,Solapur Demonstration,domestic,412.6,29.4,5,synthetic
2025-10-26,SOL-DEMO,Solapur Demonstration,domestic,408.0,27.7,6,synthetic
2025-10-27,SOL-DEMO,Solapur Demonstration,domestic,432.2,29.4,0,synthetic
2025-10-28,SOL-DEMO,Solapur Demonstration,domestic,433.9,30.3,1,synthetic
2025-10-29,SOL-DEMO,Solapur Demonstration,domestic,418.1,28.1,2,synthetic
2025-10-30,SOL-DEMO,Solapur Demonstration,domestic,413.0,26.9,3,synthetic
2025-10-31,SOL-DEMO,Solapur Demonstration,domestic,422.3,29.5,4,synthetic
2025-11-01,SOL-DEMO,Solapur Demonstration,domestic,415.0,27.7,5,synthetic
2025-11-02,SOL-DEMO,Solapur Demonstration,domestic,411.6,30.3,6,synthetic
2025-11-03,SOL-DEMO,Solapur Demonstration,domestic,424.2,29.5,0,synthetic
2025-11-04,SOL-DEMO,Solapur Demonstration,domestic,424.0,30.8,1,synthetic
2025-11-05,SOL-DEMO,Solapur Demonstration,domestic,428.9,27.8,2,synthetic
2025-11-06,SOL-DEMO,Solapur Demonstration,domestic,418.5,29.8,3,synthetic
2025-11-07,SOL-DEMO,Solapur Demonstration,domestic,417.7,30.6,4,synthetic
2025-11-08,SOL-DEMO,Solapur Demonstration,domestic,406.1,29.0,5,synthetic
2025-11-09,SOL-DEMO,Solapur Demonstration,domestic,410.1,30.1,6,synthetic
2025-11-10,SOL-DEMO,Solapur Demonstration,domestic,429.7,29.1,0,synthetic
2025-11-11,SOL-DEMO,Solapur Demonstration,domestic,427.4,30.3,1,synthetic
2025-11-12,SOL-DEMO,Solapur Demonstration,domestic,420.5,30.5,2,synthetic
2025-11-13,SOL-DEMO,Solapur Demonstration,domestic,417.7,28.9,3,synthetic
2025-11-14,SOL-DEMO,Solapur Demonstration,domestic,424.8,29.4,4,synthetic
2025-11-15,SOL-DEMO,Solapur Demonstration,domestic,420.7,30.6,5,synthetic
2025-11-16,SOL-DEMO,Solapur Demonstration,domestic,410.6,31.0,6,synthetic
2025-11-17,SOL-DEMO,Solapur Demonstration,domestic,420.2,28.8,0,synthetic
2025-11-18,SOL-DEMO,Solapur Demonstration,domestic,424.5,31.3,1,synthetic
2025-11-19,SOL-DEMO,Solapur Demonstration,domestic,433.1,29.9,2,synthetic
2025-11-20,SOL-DEMO,Solapur Demonstration,domestic,414.8,28.4,3,synthetic
2025-11-21,SOL-DEMO,Solapur Demonstration,domestic,411.8,29.7,4,synthetic
2025-11-22,SOL-DEMO,Solapur Demonstration,domestic,415.4,31.1,5,synthetic
2025-11-23,SOL-DEMO,Solapur Demonstration,domestic,412.3,29.3,6,synthetic
2025-11-24,SOL-DEMO,Solapur Demonstration,domestic,430.4,31.3,0,synthetic
2025-11-25,SOL-DEMO,Solapur Demonstration,domestic,417.3,28.9,1,synthetic
2025-11-26,SOL-DEMO,Solapur Demonstration,domestic,435.4,31.1,2,synthetic
2025-11-27,SOL-DEMO,Solapur Demonstration,domestic,426.5,29.2,3,synthetic
2025-11-28,SOL-DEMO,Solapur Demonstration,domestic,424.2,29.2,4,synthetic
2025-11-29,SOL-DEMO,Solapur Demonstration,domestic,417.8,29.3,5,synthetic
2025-11-30,SOL-DEMO,Solapur Demonstration,domestic,407.4,30.7,6,synthetic
2025-12-01,SOL-DEMO,Solapur Demonstration,domestic,421.3,29.6,0,synthetic
2025-12-02,SOL-DEMO,Solapur Demonstration,domestic,429.6,30.9,1,synthetic
2025-12-03,SOL-DEMO,Solapur Demonstration,domestic,421.9,31.3,2,synthetic
2025-12-04,SOL-DEMO,Solapur Demonstration,domestic,441.1,32.5,3,synthetic
2025-12-05,SOL-DEMO,Solapur Demonstration,domestic,427.4,30.5,4,synthetic
2025-12-06,SOL-DEMO,Solapur Demonstration,domestic,414.6,31.6,5,synthetic
2025-12-07,SOL-DEMO,Solapur Demonstration,domestic,412.0,29.6,6,synthetic
2025-12-08,SOL-DEMO,Solapur Demonstration,domestic,421.2,30.9,0,synthetic
2025-12-09,SOL-DEMO,Solapur Demonstration,domestic,425.2,29.7,1,synthetic
2025-12-10,SOL-DEMO,Solapur Demonstration,domestic,439.4,31.5,2,synthetic
2025-12-11,SOL-DEMO,Solapur Demonstration,domestic,417.1,30.4,3,synthetic
2025-12-12,SOL-DEMO,Solapur Demonstration,domestic,428.5,30.4,4,synthetic
2025-12-13,SOL-DEMO,Solapur Demonstration,domestic,418.4,29.0,5,synthetic
2025-12-14,SOL-DEMO,Solapur Demonstration,domestic,412.6,32.0,6,synthetic
2025-12-15,SOL-DEMO,Solapur Demonstration,domestic,423.0,30.5,0,synthetic
2025-12-16,SOL-DEMO,Solapur Demonstration,domestic,420.5,28.9,1,synthetic
2025-12-17,SOL-DEMO,Solapur Demonstration,domestic,432.6,31.1,2,synthetic
2025-12-18,SOL-DEMO,Solapur Demonstration,domestic,428.2,32.3,3,synthetic
2025-12-19,SOL-DEMO,Solapur Demonstration,domestic,423.1,31.1,4,synthetic
2025-12-20,SOL-DEMO,Solapur Demonstration,domestic,409.4,30.8,5,synthetic
2025-12-21,SOL-DEMO,Solapur Demonstration,domestic,414.7,29.3,6,synthetic
2025-12-22,SOL-DEMO,Solapur Demonstration,domestic,422.0,29.6,0,synthetic
2025-12-23,SOL-DEMO,Solapur Demonstration,domestic,425.3,30.7,1,synthetic
2025-12-24,SOL-DEMO,Solapur Demonstration,domestic,417.7,31.4,2,synthetic
2025-12-25,SOL-DEMO,Solapur Demonstration,domestic,424.6,32.6,3,synthetic
2025-12-26,SOL-DEMO,Solapur Demonstration,domestic,422.2,32.0,4,synthetic
2025-12-27,SOL-DEMO,Solapur Demonstration,domestic,430.0,32.4,5,synthetic
2025-12-28,SOL-DEMO,Solapur Demonstration,domestic,422.1,32.7,6,synthetic
2025-12-29,SOL-DEMO,Solapur Demonstration,domestic,426.2,30.3,0,synthetic
2025-12-30,SOL-DEMO,Solapur Demonstration,domestic,426.7,29.0,1,synthetic
