date,reservoir_id,reservoir_name,storage_pct,capacity_mcm,inflow_mcm,outflow_mcm,quality_flag
2025-07-22,UJANI-DEMO-001,Ujani Demonstration,96,100.0,34.64,10.44,synthetic
2025-07-23,UJANI-DEMO-001,Ujani Demonstration,96,100.0,39.32,11.03,synthetic
2025-07-24,UJANI-DEMO-001,Ujani Demonstration,96,100.0,56.52,10.76,synthetic
2025-07-25,UJANI-DEMO-001,Ujani Demonstration,96,100.0,40.02,9.76,synthetic
2025-07-26,UJANI-DEMO-001,Ujani Demonstration,96,100.0,50.63,11.05,synthetic
2025-07-27,UJANI-DEMO-001,Ujani Demonstration,96,100.0,47.19,7.74,synthetic
2025-07-28,UJANI-DEMO-001,Ujani Demonstration,96,100.0,44.5,8.47,synthetic
2025-07-29,UJANI-DEMO-001,Ujani Demonstration,96,100.0,58.37,8.38,synthetic
2025-07-30,UJANI-DEMO-001,Ujani Demonstration,96,100.0,57.4,9.22,synthetic
2025-07-31,UJANI-DEMO-001,Ujani Demonstration,96,100.0,50.72,9.99,synthetic
2025-08-01,UJANI-DEMO-001,Ujani Demonstration,96,100.0,58.73,10.18,synthetic
2025-08-02,UJANI-DEMO-001,Ujani Demonstration,96,100.0,43.85,10.25,synthetic
2025-08-03,UJANI-DEMO-001,Ujani Demonstration,96,100.0,44.06,9.5,synthetic
2025-08-04,UJANI-DEMO-001,Ujani Demonstration,96,100.0,49.27,8.73,synthetic
2025-08-05,UJANI-DEMO-001,Ujani Demonstration,96,100.0,48.34,10.62,synthetic
2025-08-06,UJANI-DEMO-001,Ujani Demonstration,96,100.0,58.28,9.8,synthetic
2025-08-07,UJANI-DEMO-001,Ujani Demonstration,96,100.0,35.74,10.32,synthetic
2025-08-08,UJANI-DEMO-001,Ujani Demonstration,96,100.0,32.57,9.0,synthetic
2025-08-09,UJANI-DEMO-001,Ujani Demonstration,96,100.0,53.15,9.23,synthetic
2025-08-10,UJANI-DEMO-001,Ujani Demonstration,96,100.0,39.94,11.24,synthetic
2025-08-11,UJANI-DEMO-001,Ujani Demonstration,96,100.0,25.26,9.63,synthetic
2025-08-12,UJANI-DEMO-001,Ujani Demonstration,96,100.0,49.37,7.98,synthetic
2025-08-13,UJANI-DEMO-001,Ujani Demonstration,96,100.0,56.69,9.67,synthetic
2025-08-14,UJANI-DEMO-001,Ujani Demonstration,96,100.0,55.38,9.33,synthetic
2025-08-15,UJANI-DEMO-001,Ujani Demonstration,96,100.0,32.04,10.34,synthetic
2025-08-16,UJANI-DEMO-001,Ujani Demonstration,96,100.0,49.0,9.33,synthetic
2025-08-17,UJANI-DEMO-001,Ujani Demonstration,96,100.0,47.77,10.23,synthetic
2025-08-18,UJANI-DEMO-001,Ujani Demonstration,96,100.0,61.52,9.73,synthetic
2025-08-19,UJANI-DEMO-001,Ujani Demonstration,96,100.0,40.64,9.86,synthetic
2025-08-20,UJANI-DEMO-001,Ujani Demonstration,96,100.0,40.42,8.99,synthetic
2025-08-21,UJANI-DEMO-001,Ujani Demonstration,96,100.0,46.24,8.85,synthetic
2025-08-22,UJANI-DEMO-001,Ujani Demonstration,96,100.0,46.1,9.21,synthetic
2025-08-23,UJANI-DEMO-001,Ujani Demonstration,96,100.0,56.22,8.77,synthetic
2025-08-24,UJANI-DEMO-001,Ujani Demonstration,96,100.0,59.65,9.24,synthetic
2025-08-25,UJANI-DEMO-001,Ujani Demonstration,96,100.0,49.64,9.77,synthetic
2025-08-26,UJANI-DEMO-001,Ujani Demonstration,96,100.0,51.45,10.71,synthetic
2025-08-27,UJANI-DEMO-001,Ujani Demonstration,96,100.0,34.94,8.73,synthetic
2025-08-28,UJANI-DEMO-001,Ujani Demonstration,96,100.0,54.48,10.55,synthetic
2025-08-29,UJANI-DEMO-001,Ujani Demonstration,96,100.0,44.6,9.96,synthetic
2025-08-30,UJANI-DEMO-001,Ujani Demonstration,96,100.0,56.32,8.78,synthetic
2025-08-31,UJANI-DEMO-001,Ujani Demonstration,96,100.0,46.39,10.4,synthetic
2025-09-01,UJANI-DEMO-001,Ujani Demonstration,96,100.0,48.63,9.59,synthetic
2025-09-02,UJANI-DEMO-001,Ujani Demonstration,96,100.0,43.15,9.8,synthetic
2025-09-03,UJANI-DEMO-001,Ujani Demonstration,96,100.0,42.95,9.83,synthetic
2025-09-04,UJANI-DEMO-001,Ujani Demonstration,96,100.0,38.95,8.13,synthetic
2025-09-05,UJANI-DEMO-001,Ujani Demonstration,96,100.0,37.39,10.6,synthetic
2025-09-06,UJANI-DEMO-001,Ujani Demonstration,96,100.0,50.52,10.16,synthetic
2025-09-07,UJANI-DEMO-001,Ujani Demonstration,96,100.0,46.81,8.63,synthetic
2025-09-08,UJANI-DEMO-001,Ujani Demonstration,96,100.0,42.61,8.99,synthetic
2025-09-09,UJANI-DEMO-001,Ujani Demonstration,96,100.0,45.22,9.5,synthetic
2025-09-10,UJANI-DEMO-001,Ujani Demonstration,96,100.0,40.43,11.2,synthetic
2025-09-11,UJANI-DEMO-001,Ujani Demonstration,96,100.0,59.8,8.04,synthetic
2025-09-12,UJANI-DEMO-001,Ujani Demonstration,96,100.0,54.03,10.53,synthetic
2025-09-13,UJANI-DEMO-001,Ujani Demonstration,96,100.0,52.42,9.41,synthetic
2025-09-14,UJANI-DEMO-001,Ujani Demonstration,96,100.0,47.75,9.81,synthetic
2025-09-15,UJANI-DEMO-001,Ujani Demonstration,96,100.0,42.95,11.23,synthetic
2025-09-16,UJANI-DEMO-001,Ujani Demonstration,96,100.0,55.66,8.27,synthetic
2025-09-17,UJANI-DEMO-001,Ujani Demonstration,96,100.0,29.94,9.85,synthetic
2025-09-18,UJANI-DEMO-001,Ujani Demonstration,96,100.0,46.36,9.6,synthetic
2025-09-19,UJANI-DEMO-001,Ujani Demonstration,96,100.0,40.62,9.13,synthetic
2025-09-20,UJANI-DEMO-001,Ujani Demonstration,96,100.0,46.35,9.45,synthetic
2025-09-21,UJANI-DEMO-001,Ujani Demonstration,96,100.0,40.65,9.59,synthetic
2025-09-22,UJANI-DEMO-001,Ujani Demonstration,96,100.0,41.79,10.78,synthetic
2025-09-23,UJANI-DEMO-001,Ujani Demonstration,96,100.0,36.53,8.49,synthetic
2025-09-24,UJANI-DEMO-001,Ujani Demonstration,96,100.0,31.68,10.77,synthetic
2025-09-25,UJANI-DEMO-001,Ujani Demonstration,96,100.0,44.71,10.25,synthetic
2025-09-26,UJANI-DEMO-001,Ujani Demonstration,96,100.0,57.47,10.69,synthetic
2025-09-27,UJANI-DEMO-001,Ujani Demonstration,96,100.0,34.76,9.99,synthetic
2025-09-28,UJANI-DEMO-001,Ujani Demonstration,96,100.0,40.93,9.91,synthetic
2025-09-29,UJANI-DEMO-001,Ujani Demonstration,96,100.0,54.04,11.13,synthetic
2025-09-30,UJANI-DEMO-001,Ujani Demonstration,96,100.0,38.7,9.49,synthetic
2025-10-01,UJANI-DEMO-001,Ujani Demonstration,96,100.0,51.17,10.38,synthetic
2025-10-02,UJANI-DEMO-001,Ujani Demonstration,96,100.0,41.3,10.53,synthetic
2025-10-03,UJANI-DEMO-001,Ujani Demonstration,96,100.0,47.62,10.37,synthetic
2025-10-04,UJANI-DEMO-001,Ujani Demonstration,96,100.0,50.07,10.68,synthetic
2025-10-05,UJANI-DEMO-001,Ujani Demonstration,96,100.0,38.04,9.29,synthetic
2025-10-06,UJANI-DEMO-001,Ujani Demonstration,96,100.0,48.79,7.78,synthetic
2025-10-07,UJANI-DEMO-001,Ujani Demonstration,96,100.0,48.43,11.45,synthetic
2025-10-08,UJANI-DEMO-001,Ujani Demonstration,96,100.0,35.5,9.75,synthetic
2025-10-09,UJANI-DEMO-001,Ujani Demonstration,96,100.0,29.16,9.82,synthetic
2025-10-10,UJANI-DEMO-001,Ujani Demonstration,96,100.0,46.68,10.17,synthetic
2025-10-11,UJANI-DEMO-001,Ujani Demonstration,96,100.0,26.6,9.67,synthetic
2025-10-12,UJANI-DEMO-001,Ujani Demonstration,96,100.0,44.45,10.14,synthetic
2025-10-13,UJANI-DEMO-001,Ujani Demonstration,96,100.0,50.89,11.57,synthetic
2025-10-14,UJANI-DEMO-001,Ujani Demonstration,96,100.0,36.34,10.83,synthetic
2025-10-15,UJANI-DEMO-001,Ujani Demonstration,96,100.0,25.54,11.1,synthetic
2025-10-16,UJANI-DEMO-001,Ujani Demonstration,96,100.0,37.61,11.35,synthetic
2025-10-17,UJANI-DEMO-001,Ujani Demonstration,96,100.0,50.17,9.96,synthetic
2025-10-18,UJANI-DEMO-001,Ujani Demonstration,96,100.0,37.1,10.57,synthetic
2025-10-19,UJANI-DEMO-001,Ujani Demonstration,96,100.0,31.58,11.16,synthetic
2025-10-20,UJANI-DEMO-001,Ujani Demonstration,96,100.0,33.69,8.08,synthetic
2025-10-21,UJANI-DEMO-001,Ujani Demonstration,96,100.0,39.33,11.4,synthetic
2025-10-22,UJANI-DEMO-001,Ujani Demonstration,96,100.0,36.09,10.6,synthetic
2025-10-23,UJANI-DEMO-001,Ujani Demonstration,96,100.0,22.64,10.75,synthetic
2025-10-24,UJANI-DEMO-001,Ujani Demonstration,95.7,100.0,10.42,11.99,synthetic
2025-10-25,UJANI-DEMO-001,Ujani Demonstration,96,100.0,30.08,10.6,synthetic
2025-10-26,UJANI-DEMO-001,Ujani Demonstration,96,100.0,18.22,9.19,synthetic
2025-10-27,UJANI-DEMO-001,Ujani Demonstration,96,100.0,17.97,10.27,synthetic
2025-10-28,UJANI-DEMO-001,Ujani Demonstration,96,100.0,23.95,11.51,synthetic
2025-10-29,UJANI-DEMO-001,Ujani Demonstration,96,100.0,23.45,11.61,synthetic
2025-10-30,UJANI-DEMO-001,Ujani Demonstration,96,100.0,52.73,10.73,synthetic
2025-10-31,UJANI-DEMO-001,Ujani Demonstration,96,100.0,35.19,10.89,synthetic
2025-11-01,UJANI-DEMO-001,Ujani Demonstration,96,100.0,24.29,11.47,synthetic
2025-11-02,UJANI-DEMO-001,Ujani Demonstration,96,100.0,22.9,10.37,synthetic
2025-11-03,UJANI-DEMO-001,Ujani Demonstration,96,100.0,35.12,9.88,synthetic
2025-11-04,UJANI-DEMO-001,Ujani Demonstration,96,100.0,18.18,9.72,synthetic
2025-11-05,UJANI-DEMO-001,Ujani Demonstration,96,100.0,23.51,10.9,synthetic
2025-11-06,UJANI-DEMO-001,Ujani Demonstration,96,100.0,23.8,10.66,synthetic
2025-11-07,UJANI-DEMO-001,Ujani Demonstration,96,100.0,18.94,12.38,synthetic
2025-11-08,UJANI-DEMO-001,Ujani Demonstration,95.8,100.0,12.0,13.01,synthetic
2025-11-09,UJANI-DEMO-001,Ujani Demonstration,96,100.0,26.59,11.35,synthetic
2025-11-10,UJANI-DEMO-001,Ujani Demonstration,95.8,100.0,9.77,10.58,synthetic
2025-11-11,UJANI-DEMO-001,Ujani Demonstration,96,100.0,14.56,11.57,synthetic
2025-11-12,UJANI-DEMO-001,Ujani Demonstration,96,100.0,21.19,10.56,synthetic
2025-11-13,UJANI-DEMO-001,Ujani Demonstration,96,100.0,27.38,11.5,synthetic
2025-11-14,UJANI-DEMO-001,Ujani Demonstration,94.8,100.0,5.8,11.19,synthetic
2025-11-15,UJANI-DEMO-001,Ujani Demonstration,96.0,100.0,15.13,9.89,synthetic
2025-11-16,UJANI-DEMO-001,Ujani Demonstration,96,100.0,12.98,12.21,synthetic
2025-11-17,UJANI-DEMO-001,Ujani Demonstration,96,100.0,12.2,11.27,synthetic
2025-11-18,UJANI-DEMO-001,Ujani Demonstration,96,100.0,13.7,11.06,synthetic
2025-11-19,UJANI-DEMO-001,Ujani Demonstration,96,100.0,14.05,11.32,synthetic
2025-11-20,UJANI-DEMO-001,Ujani Demonstration,95.2,100.0,7.45,11.04,synthetic
2025-11-21,UJANI-DEMO-001,Ujani Demonstration,96,100.0,20.61,11.78,synthetic
2025-11-22,UJANI-DEMO-001,Ujani Demonstration,93.9,100.0,0.97,10.36,synthetic
2025-11-23,UJANI-DEMO-001,Ujani Demonstration,96,100.0,23.74,11.12,synthetic
2025-11-24,UJANI-DEMO-001,Ujani Demonstration,94.0,100.0,3.48,12.68,synthetic
2025-11-25,UJANI-DEMO-001,Ujani Demonstration,92.8,100.0,9.29,14.42,synthetic
2025-11-26,UJANI-DEMO-001,Ujani Demonstration,90.7,100.0,3.21,13.08,synthetic
2025-11-27,UJANI-DEMO-001,Ujani Demonstration,88.5,100.0,1.87,11.59,synthetic
2025-11-28,UJANI-DEMO-001,Ujani Demonstration,87.0,100.0,4.15,11.35,synthetic
2025-11-29,UJANI-DEMO-001,Ujani Demonstration,85.5,100.0,5.32,12.11,synthetic
2025-11-30,UJANI-DEMO-001,Ujani Demonstration,86.6,100.0,17.7,12.68,synthetic
2025-12-01,UJANI-DEMO-001,Ujani Demonstration,84.0,100.0,0.79,12.34,synthetic
2025-12-02,UJANI-DEMO-001,Ujani Demonstration,82.8,100.0,6.49,11.88,synthetic
2025-12-03,UJANI-DEMO-001,Ujani Demonstration,80.0,100.0,0.37,13.1,synthetic
2025-12-04,UJANI-DEMO-001,Ujani Demonstration,81.7,100.0,19.38,11.98,synthetic
2025-12-05,UJANI-DEMO-001,Ujani Demonstration,82.8,100.0,17.56,12.52,synthetic
2025-12-06,UJANI-DEMO-001,Ujani Demonstration,82.9,100.0,11.8,11.41,synthetic
2025-12-07,UJANI-DEMO-001,Ujani Demonstration,83.7,100.0,17.12,13.26,synthetic
2025-12-08,UJANI-DEMO-001,Ujani Demonstration,81.6,100.0,4.3,13.91,synthetic
2025-12-09,UJANI-DEMO-001,Ujani Demonstration,78.8,100.0,0,12.88,synthetic
2025-12-10,UJANI-DEMO-001,Ujani Demonstration,76.5,100.0,2.3,12.49,synthetic
2025-12-11,UJANI-DEMO-001,Ujani Demonstration,78.3,100.0,21.08,12.94,synthetic
2025-12-12,UJANI-DEMO-001,Ujani Demonstration,75.3,100.0,0,13.72,synthetic
2025-12-13,UJANI-DEMO-001,Ujani Demonstration,74.6,100.0,9.13,12.07,synthetic
2025-12-14,UJANI-DEMO-001,Ujani Demonstration,72.8,100.0,4.35,12.7,synthetic
2025-12-15,UJANI-DEMO-001,Ujani Demonstration,72.1,100.0,7.27,10.53,synthetic
2025-12-16,UJANI-DEMO-001,Ujani Demonstration,72.2,100.0,12.96,12.38,synthetic
2025-12-17,UJANI-DEMO-001,Ujani Demonstration,70.9,100.0,5.68,11.55,synthetic
2025-12-18,UJANI-DEMO-001,Ujani Demonstration,69.1,100.0,3.34,11.8,synthetic
2025-12-19,UJANI-DEMO-001,Ujani Demonstration,66.7,100.0,1.62,12.47,synthetic
2025-12-20,UJANI-DEMO-001,Ujani Demonstration,65.4,100.0,6.71,12.42,synthetic
2025-12-21,UJANI-DEMO-001,Ujani Demonstration,66.1,100.0,15.25,11.97,synthetic
2025-12-22,UJANI-DEMO-001,Ujani Demonstration,63.9,100.0,1.82,11.87,synthetic
2025-12-23,UJANI-DEMO-001,Ujani Demonstration,62.0,100.0,4.82,13.72,synthetic
2025-12-24,UJANI-DEMO-001,Ujani Demonstration,59.8,100.0,2.27,12.12,synthetic
2025-12-25,UJANI-DEMO-001,Ujani Demonstration,58.1,100.0,4.97,12.62,synthetic
2025-12-26,UJANI-DEMO-001,Ujani Demonstration,57.9,100.0,9.98,11.2,synthetic
2025-12-27,UJANI-DEMO-001,Ujani Demonstration,56.2,100.0,5.7,13.12,synthetic
2025-12-28,UJANI-DEMO-001,Ujani Demonstration,54.4,100.0,5.25,13.6,synthetic
2025-12-29,UJANI-DEMO-001,Ujani Demonstration,55.1,100.0,15.48,12.38,synthetic
2025-12-30,UJANI-DEMO-001,Ujani Demonstration,52.5,100.0,0.01,11.48,synthetic
